YEAR,MAKE,MODEL,TRIM,BODY,TRANSMISSION,VIN,STATE,CONDITION,COLOR,INTERIOR,SELLER,MMR,SELLINGPRICE,SALEDATE,SALE_DATE,PROFIT,ODOMETER
2006,Ford,F-350 Super Duty,XLT,crew cab,manual,1ftww31p16ea53954,ga,27,blue,beige,cameron motor sports,11900,12800,2015-06-04T03:00:00-07:00,00:00.0,900,128743
2006,,,,,automatic,2a4gm68476r708168,mi,32,â€”,gray,metro wholesale outlet inc,2575,3200,2015-06-04T02:30:00-07:00,30:00.0,625,144977
2006,Ford,Expedition,Eddie Bauer,suv,automatic,1fmpu17556la91294,ga,28,brown,beige,santander consumer,5125,5600,2015-06-08T17:00:00-07:00,00:00.0,475,150939
2006,Ford,F-250 Super Duty,XLT,supercab,automatic,1ftsx21p56ed81643,nc,21,blue,gray,crossroads ford lincoln of morganton inc,10700,13000,2015-06-08T02:00:00-07:00,00:00.0,2300,97784
2006,Ford,F-250 Super Duty,XL,crew cab,automatic,1ftsw21p76ed22791,ne,29,brown,brown,performance chrysler jeep dodge inc,15250,15900,2015-06-11T04:00:00-07:00,00:00.0,650,137186
2006,Ford,F-150,XL,regular cab,,1ftrf12w16nb42754,ga,34,white,gray,ge fleet services for itself/servicer,3750,4900,2015-06-09T06:10:00-07:00,10:00.0,1150,157106
2006,Ford,F-150,XLT,supercrew,,1ftpw12v46fb27495,ga,37,white,gray,young motors llc,11000,14000,2015-06-04T02:45:00-07:00,45:00.0,3000,77818
2006,Hyundai,Elantra,GLS,sedan,automatic,kmhdn46dx6u295982,nj,22,black,gray,lester glenn buick,1525,1850,2015-06-10T02:30:00-07:00,30:00.0,325,139586
2006,Honda,Odyssey,Touring,minivan,automatic,5fnrl38886b012076,pa,32,gray,black,r hollenshead auto sales inc,7775,8500,2015-06-05T02:00:00-07:00,00:00.0,725,115517
2006,Ford,Taurus,SEL,sedan,automatic,1fafp56u06a197709,oh,19,gray,gray,car now acceptance co/columbus,175,400,2015-06-11T02:00:00-07:00,00:00.0,225,999999
2006,Lexus,GS 300,Base,sedan,,jthch96s160005590,pa,27,silver,black,blue diamond auto sales corp 1,10400,10600,2015-06-05T02:00:00-07:00,00:00.0,200,104743
2006,Mercedes-Benz,CLS-Class,CLS500,sedan,,wdddj75x96a058775,pa,43,white,beige,adcock brothers inc,12950,15500,2015-06-05T02:00:00-07:00,00:00.0,2550,100801
2006,Porsche,Cayman S,Base,coupe,automatic,wp0ab298x6u782053,ca,46,silver,black,rc motorcars,32600,33000,2015-06-04T05:30:00-07:00,30:00.0,400,21418
2006,Nissan,Sentra,1.8 S,sedan,automatic,3n1cb51d36l630163,nj,28,silver,black,lester glenn buick,2225,2300,2015-06-10T02:30:00-07:00,30:00.0,75,136838
2006,,,,,automatic,2mefm75v16x627598,tn,3,,,santander consumer,4225,5600,2015-06-09T03:30:00-07:00,30:00.0,1375,93021
2006,Pontiac,Torrent,Base,suv,automatic,2ckdl63f466118699,fl,29,blue,black,sullivan auto group llc,5950,6700,2015-06-04T02:35:00-07:00,35:00.0,750,67270
2006,,,,,automatic,jn1az34dx6m331343,il,25,gray,black,mercedes benz of chicago,8725,9400,2015-06-04T03:00:00-07:00,00:00.0,675,92255
2006,Volkswagen,New Beetle,2.5 PZEV,hatchback,automatic,3vwrg31c96m421568,fl,27,beige,beige,bill currie ford,3475,4100,2015-06-04T02:45:00-07:00,45:00.0,625,104145
2006,Volkswagen,Passat,2.0T,sedan,automatic,wvwek93c66p207793,nj,19,gray,black,gary motors inc,2425,2550,2015-06-04T11:30:00-07:00,30:00.0,125,151080
2006,Volvo,S60,R,sedan,automatic,yv1rh527562503294,va,3,blue,blue,don beyer volvo-dulles,5525,6600,2015-06-04T02:35:00-07:00,35:00.0,1075,108386
2006,Volvo,XC90,2.5T,suv,automatic,yv4cy592761243036,fl,27,gray,black,autobuy,4975,5800,2015-06-04T02:10:00-07:00,10:00.0,825,76370
2006,Subaru,Impreza,WRX STI,sedan,manual,jf1gd70646l500286,ga,35,blue,blue,carworks inc,17750,19000,2015-06-11T03:00:00-07:00,00:00.0,1250,76832
2005,Buick,LaCrosse,CXS,sedan,automatic,2g4we537351288119,fl,33,silver,silver,buddy foster collision & towing center inc,5650,5800,2015-06-04T02:35:00-07:00,35:00.0,150,76134
2005,Chevrolet,Silverado 2500HD,Base,crew cab,automatic,1gchk23u85f816403,nv,3,red,beige,kingman chevrolet-buick,13650,14100,2015-06-05T04:55:00-07:00,55:00.0,450,102809
2005,Chevrolet,Corvette,Base,convertible,manual,1g1yy34u155124937,pa,45,silver,black,romeo chevrolet buick gmc llc,24500,24750,2015-06-05T02:00:00-07:00,00:00.0,250,37268
2005,Chrysler,300,Base,sedan,automatic,2c3ja43r15h648859,pa,38,off-white,gray,smith haven chrysler jeep dodge,4200,4500,2015-06-05T02:30:00-07:00,30:00.0,300,129668
2005,Chrysler,PT Cruiser,Limited,wagon,automatic,3c8fy68885t617087,ga,33,white,black,santander consumer,2025,2700,2015-06-08T17:00:00-07:00,00:00.0,675,98151
2005,Chevrolet,Equinox,LT,suv,,2cndl73f556000054,ab,2,orange,gold,go auto outlet west,825,1600,2015-06-04T04:30:00-07:00,30:00.0,775,264233
2005,Dodge,Magnum,SXT,wagon,automatic,2d4gz48v65h653322,mi,25,silver,black,metro wholesale outlet inc,4425,4700,2015-06-04T02:30:00-07:00,30:00.0,275,120488
2005,Hyundai,Elantra,GLS,sedan,automatic,kmhdn46d25u988284,nv,19,silver,gray,frontline auto remarketing llc,2075,2500,2015-06-05T05:00:00-07:00,00:00.0,425,98081
2005,Hyundai,Elantra,GLS,hatchback,automatic,kmhdn56d45u168116,fl,19,white,gray,meridian remarketing,1050,1150,2015-06-04T08:00:00-07:00,00:00.0,100,164492
2014,Cadillac,ATS,Standard,sedan,automatic,1g6aa5ra2e0152592,az,44,black,black,deer valley fleet & leasing,23400,24500,2015-06-04T05:00:00-07:00,00:00.0,1100,5445
2005,Mercedes-Benz,SL-Class,SL500,convertible,automatic,wdbsk75f85f097234,pa,44,black,gray,liccardi motors llc,25700,27000,2015-06-05T02:00:00-07:00,00:00.0,1300,20005
2005,,,,,automatic,jn1az34e35m654124,az,36,white,gray,coulter nissan,4600,7600,2015-06-04T05:00:00-07:00,00:00.0,3000,143975
2005,Lexus,ES 330,Base,sedan,automatic,jthba30g855126118,ne,27,silver,black,lexus of omaha,6250,6900,2015-06-04T04:00:00-07:00,00:00.0,650,128064
2005,Mercury,Montego,Luxury,sedan,automatic,1mefm40165g613297,pa,42,silver,gray,crossroad motors llc,4975,6400,2015-06-05T02:15:00-07:00,15:00.0,1425,57538
2005,Pontiac,Grand Am,SE Fleet,sedan,automatic,1g2ne52e25m217227,az,21,white,beige,right honda,1300,1400,2015-06-04T05:00:00-07:00,00:00.0,100,131427
2005,Pontiac,Grand Prix,Base,sedan,automatic,2g2wp542251270703,ga,28,silver,gray,us auto sales inc,2050,2200,2015-06-04T03:00:00-07:00,00:00.0,150,145470
2005,Toyota,Camry,LE,sedan,,4t1be30k05u066685,nj,34,red,gray,lester glenn buick,3325,3350,2015-06-10T02:30:00-07:00,30:00.0,25,168796
2004,,,,,automatic,1g6kf579344148640,fl,46,off-white,tan,andrew thomas motorcars,3850,5900,2015-06-04T02:35:00-07:00,35:00.0,2050,43940
2005,Volvo,S40,2.4i,sedan,automatic,yv1ms382252096903,fl,31,black,gray,cannon cadillac of lakeland,4900,6000,2015-06-11T02:35:00-07:00,35:00.0,1100,73097
2004,Chevrolet,Corvette,Base,convertible,automatic,1g1yy32g545102015,pa,49,gray,black,a d autos,20900,22400,2015-06-05T02:15:00-07:00,15:00.0,1500,34973
2004,Chevrolet,Tahoe,LS,suv,automatic,1gnek13z04r258933,az,29,burgundy,beige,auto europa service & sales,4975,6900,2015-06-04T05:30:00-07:00,30:00.0,1925,116848
2004,,,,,automatic,2c8gf68444r635028,nj,42,blue,beige,lester glenn buick,3350,4700,2015-06-10T02:30:00-07:00,30:00.0,1350,96220
2004,Chrysler,Concorde,LXi,sedan,automatic,2c3ad36m24h607656,nj,35,blue,black,lester glenn buick,1325,1400,2015-06-10T02:30:00-07:00,30:00.0,75,153842
2004,Chevrolet,Malibu,Base,sedan,automatic,1g1zs52f14f246793,va,1,beige,tan,automotive remarketing inc,750,800,2015-06-17T02:05:00-07:00,05:00.0,50,181832
2004,Chevrolet,Avalanche,1500,crew cab,automatic,3gnec12t64g106178,ga,24,white,gray,adventure rv & auto sales inc,2825,3400,2015-06-04T03:00:00-07:00,00:00.0,575,253132
2004,GMC,Sierra 1500,Base,regular cab,automatic,1gtec14x64z339566,tn,41,silver,gray,santander consumer,3975,6600,2015-06-09T03:30:00-07:00,30:00.0,2625,114680
2004,Ford,Explorer,XLS,suv,,1fmzu72k04ua17703,mi,29,blue,gray,lafontaine cadillac buick gmc inc,2525,3000,2015-06-04T02:30:00-07:00,30:00.0,475,101422
2004,Ford,Mustang,GT Deluxe,convertible,manual,1fafp45x74f239136,fl,28,black,black,andrew thomas motorcars,5525,6900,2015-06-04T02:35:00-07:00,35:00.0,1375,98287
2004,Honda,Civic,LX,sedan,automatic,2hges16514h537973,nj,29,gray,gray,lester glenn buick,825,1900,2015-06-10T02:30:00-07:00,30:00.0,1075,249116
2004,Lexus,RX 330,Base,suv,,2t2ha31u14c015603,pa,21,silver,gray,oak avenue auto sales,7100,7500,2015-06-05T02:00:00-07:00,00:00.0,400,214717
2004,Infiniti,QX56,Base,suv,automatic,5n3aa08cx4n807914,fl,35,white,tan,nicholas financial inc/clearwater,8125,9600,2015-06-04T08:00:00-07:00,00:00.0,1475,131960
2004,Hyundai,Tiburon,GT,hatchback,automatic,kmhhn65fx4u146467,nj,2,blue,black,lester glenn buick,1750,1800,2015-06-10T02:30:00-07:00,30:00.0,50,120867
2004,Honda,Civic,EX,sedan,automatic,2hges26784h587955,nj,28,blue,gray,lester glenn buick,1725,2200,2015-06-10T02:30:00-07:00,30:00.0,475,200664
2004,Jeep,Grand Cherokee,Overland,suv,automatic,1j8gw68j74c316232,nj,36,â€”,gray,lester glenn buick,3225,4400,2015-06-10T02:30:00-07:00,30:00.0,1175,138041
2004,Pontiac,Grand Am,SE1,sedan,automatic,1g2nf52e74c257482,fl,36,silver,black,d&a fine cars,2850,3350,2015-06-05T02:25:00-07:00,25:00.0,500,30124
2004,Saturn,ION,1,sedan,automatic,1g8ag52fx4z103694,oh,26,silver,gray,car now acceptance co/columbus,100,450,2015-06-04T02:00:00-07:00,00:00.0,350,225555
2004,Mazda,Mazda3,s,hatchback,automatic,jm1bk343841192129,ne,27,blue,black,performance volkswagen,2575,4700,2015-06-04T04:00:00-07:00,00:00.0,2125,96346
2004,,,,,automatic,jf1sg69634h727631,fl,27,silver,black,arg inc,4825,5800,2015-06-05T02:30:00-07:00,30:00.0,975,113902
2004,Toyota,Corolla,LE,sedan,automatic,1nxbr32e14z320950,nj,25,beige,beige,lester glenn buick,2650,3400,2015-06-10T02:30:00-07:00,30:00.0,750,204724
2004,Toyota,Sienna,LE 8-Passenger,minivan,automatic,5tdza23c34s217213,ma,23,beige,tan,boch new to you superstore,2150,3100,2015-06-04T11:30:00-07:00,30:00.0,950,220595
2003,Chevrolet,Silverado 1500,LT,extended cab,automatic,2gcek19t731121572,fl,21,burgundy,gray,bill currie ford,4225,4500,2015-06-04T02:45:00-07:00,45:00.0,275,202255
2003,Dodge,Ram Pickup 1500,ST,quad cab,automatic,1d3ha18n03j573136,fl,32,gold,gray,bill currie ford,5325,7700,2015-06-04T02:45:00-07:00,45:00.0,2375,87894
2003,Cadillac,DeVille,DTS,sedan,automatic,1g6kf57953u239892,tx,37,black,beige,rlb investments,2000,3500,2015-06-04T04:00:00-07:00,00:00.0,1500,107513
2003,Ford,Focus,ZX5 Premium,hatchback,automatic,3fafp37363r151541,mi,29,silver,gray,dean sellers ford,2250,2900,2015-06-04T02:30:00-07:00,30:00.0,650,85128
2003,Honda,Civic,LX,sedan,automatic,2hges16513h503014,nj,19,blue,blue,lester glenn ford,2325,2500,2015-06-10T02:30:00-07:00,30:00.0,175,135720
2014,Chevrolet,Silverado 1500,LT,crew cab,,3gcukrec2eg176389,qc,29,â€”,black,financialinx,32100,32700,2015-06-09T03:00:00-07:00,00:00.0,600,26389
2003,Honda,Pilot,EX,suv,automatic,2hkyf18623h610778,ma,22,gray,gray,boch new to you superstore,1950,2500,2015-06-04T11:30:00-07:00,30:00.0,550,264498
2003,Jeep,Wrangler,Sport,suv,,1j4fa49s63p355053,pa,41,white,gray,crossroad motors llc,11050,11500,2015-06-05T02:15:00-07:00,15:00.0,450,87315
2003,Jaguar,XK-Series,XK8,convertible,automatic,sajda42c832a35153,ca,39,gold,beige,jmj wholesale autos,8150,10500,2015-06-04T05:30:00-07:00,30:00.0,2350,55433
2003,Hyundai,Santa Fe,GLS,suv,automatic,km8sc73d93u448012,nj,36,blue,gray,lester glenn buick,2675,3800,2015-06-10T02:30:00-07:00,30:00.0,1125,73626
2003,Mercedes-Benz,E-Class,E500,sedan,automatic,wdbuf70j63a202467,fl,19,black,black,asanka cars.com inc,3150,3900,2015-06-04T04:40:00-07:00,40:00.0,750,180988
2003,Mercedes-Benz,SL-Class,SL500,convertible,automatic,wdbsk75f53f040664,az,32,white,beige,right toyota,14500,16400,2015-06-04T05:00:00-07:00,00:00.0,1900,56039
2003,Pontiac,Vibe,Base,wagon,automatic,5y2sl62863z412607,sc,34,silver,black,sell your car today llc,2650,2700,2015-06-04T03:00:00-07:00,00:00.0,50,117068
2003,Volkswagen,Passat,GLS 1.8T,wagon,automatic,wvwvd63b93e175638,nc,24,silver,black,fred anderson nissan of fayetteville,1625,1800,2015-06-09T03:00:00-07:00,00:00.0,175,104155
2003,Porsche,Boxster,S,convertible,manual,wp0cb29813u660783,ca,44,burgundy,gray,jmj wholesale autos,12150,14750,2015-06-04T05:30:00-07:00,30:00.0,2600,49111
2002,Chevrolet,Suburban,1500 LS,suv,automatic,3gnec16z62g191048,nc,27,white,gray,repo remarketing/first flight federal cu,1525,2000,2015-06-08T02:30:00-07:00,30:00.0,475,199610
2002,Ford,Explorer,XLT,suv,,1fmzu73w72zb33322,nj,28,blue,gray,lester glenn buick,1300,1300,2015-06-10T02:30:00-07:00,30:00.0,0,154375
2002,Ford,Explorer,XLT,suv,automatic,1fmdu73w42ud08911,va,1,red,tan,automotive remarketing inc,975,1000,2015-06-17T02:05:00-07:00,05:00.0,25,175021
2002,Honda,CR-V,EX,suv,,jhlrd78812c001323,nj,23,blue,beige,lester glenn buick,3450,3650,2015-06-10T02:30:00-07:00,30:00.0,200,147089
2002,GMC,Envoy,SLE,suv,automatic,1gkdt13s822289197,fl,19,gray,gray,king hyundai,1500,1500,2015-06-04T03:55:00-07:00,55:00.0,0,198997
2002,Honda,CR-V,EX,suv,automatic,jhlrd78852c045017,ma,3,silver,black,boch new to you superstore,3600,3700,2015-06-04T11:30:00-07:00,30:00.0,100,135283
2002,Ford,Focus,SE,sedan,manual,1fafp34p12w133449,mi,29,white,black,metro wholesale outlet inc,1025,1200,2015-06-04T02:30:00-07:00,30:00.0,175,130521
2002,Hyundai,Sonata,GLS,sedan,automatic,kmhwf35h22a649008,nj,27,white,gray,lester glenn buick,1950,2200,2015-06-10T02:30:00-07:00,30:00.0,250,77661
2002,GMC,Yukon,SLE,suv,automatic,1gkek13z62r155607,ca,25,gold,beige,lobel financial corp,3600,4000,2015-06-10T05:30:00-07:00,30:00.0,400,121146
2002,Toyota,Camry,LE,sedan,automatic,4t1be32k72u547557,ga,19,green,beige,adventure rv & auto sales inc,2750,2800,2015-06-04T03:00:00-07:00,00:00.0,50,149283
2002,Lexus,SC 430,Base,convertible,automatic,jthfn48yx20018147,ca,43,red,brown,ak international inc,8425,10000,2015-06-04T05:30:00-07:00,30:00.0,1575,139796
2001,Chevrolet,Silverado 1500,LS,extended cab,automatic,2gcek19t311346701,nc,19,burgundy,black,toyota/scion of sanford,3475,3700,2015-06-16T03:00:00-07:00,00:00.0,225,180547
2001,GMC,Sonoma,SL,extended cab,automatic,1gtct19wx18209847,nj,27,black,gray,lester glenn buick,2075,2400,2015-06-17T02:30:00-07:00,30:00.0,325,129371
2001,Lexus,LS 430,Base,sedan,automatic,jthbn30f410003953,ga,26,beige,beige,carworks inc,5450,5600,2015-06-04T03:00:00-07:00,00:00.0,150,215176
2001,Hyundai,Sonata,GLS,sedan,automatic,kmhwf35v11a415253,pa,19,gray,gray,bmw of sterling,575,800,2015-06-05T02:00:00-07:00,00:00.0,225,119748
2000,Chevrolet,Silverado 1500,Base,extended cab,automatic,2gcec19t2y1304088,fl,28,gray,gray,brandon mitsubishi,2800,2900,2015-06-04T09:00:00-07:00,00:00.0,100,173103
2000,BMW,X5,4.4i,suv,automatic,wbafb3351ylh05588,ma,26,silver,gray,boch new to you superstore,2425,3100,2015-06-04T11:30:00-07:00,30:00.0,675,85747
2001,Volvo,V40,Base,wagon,automatic,yv1vw295x1f639431,tx,3,silver,black,charitable adult rides services/car donating is,825,1100,2015-06-09T03:30:00-07:00,30:00.0,275,147830
2000,Honda,S2000,Base,convertible,manual,jhmap1140yt006347,pa,21,white,red,liccardi motors llc,12400,15200,2015-06-05T02:00:00-07:00,00:00.0,2800,59737
2000,Lexus,RX 300,Base,suv,automatic,jt6hf10u0y0149988,ma,22,silver,gray,boch new to you superstore,3125,3500,2015-06-04T11:30:00-07:00,30:00.0,375,184191
2000,Hyundai,Tiburon,Base,hatchback,automatic,kmhjg35f3yu187393,va,2,white,black,automotive remarketing inc,475,1100,2015-06-17T02:05:00-07:00,05:00.0,625,177369
1999,Acura,TL,3.2,sedan,automatic,19uua5642xa002702,nj,35,gray,gray,wayne auto sales inc,1725,2000,2015-06-04T11:30:00-07:00,30:00.0,275,121985
1999,BMW,3 Series,328i,convertible,automatic,wbabk8337xey91115,mi,27,black,black,erhard bmw of farmington hills,2200,3600,2015-06-04T02:30:00-07:00,30:00.0,1400,103866
2000,Mercury,Sable,LS,Sedan,automatic,1mefm53u8ya626720,fl,25,white,gray,brandon mitsubishi,350,500,2015-06-04T09:00:00-07:00,00:00.0,150,188715
2014,Chevrolet,Cruze,1LT,sedan,,1g1pc5sb4e7137757,on,42,gray,black,gateway chevrolet inc,12100,12300,2015-06-16T03:00:00-07:00,00:00.0,200,43453
2014,Chevrolet,Cruze,1LT,sedan,,1g1pc5sb8e7178649,pa,35,blue,black,avis corporation,11550,11800,2015-06-05T02:00:00-07:00,00:00.0,250,32978
1999,Honda,CR-V,EX,suv,automatic,jhlrd1860xc015006,nj,21,green,gray,lester glenn buick,1550,2000,2015-06-10T02:30:00-07:00,30:00.0,450,185200
1998,Ford,Mustang,Base,coupe,automatic,1fafp4041wf220288,az,19,black,gray,liberty gmc,1150,1300,2015-06-04T05:00:00-07:00,00:00.0,150,57741
1998,BMW,Z3,1.9,convertible,automatic,4usch7321wld15101,ca,25,blue,beige,buyers auto sales,4600,6500,2015-06-23T05:00:00-07:00,00:00.0,1900,46169
1998,Toyota,4Runner,SR5,suv,automatic,jt3hn86r3w0182525,ma,19,blue,tan,boch honda west,2625,2700,2015-06-04T11:30:00-07:00,30:00.0,75,118873
1998,Chevrolet,Corvette,Base,convertible,automatic,1g1yy32g5w5119223,nv,49,purple,yellow,utah car & truck inc.,14800,17100,2015-06-04T05:00:00-07:00,00:00.0,2300,46022
1997,Honda,Accord,Special Edition,sedan,automatic,1hgcd5609va163268,fl,26,purple,gray,brandon mitsubishi,775,950,2015-06-04T09:00:00-07:00,00:00.0,175,145469
1996,,,,,automatic,1ftfe24h6tha92907,mi,1,white,gray,dean sellers ford,1025,3000,2015-06-04T02:30:00-07:00,30:00.0,1975,92675
2014,Chevrolet,Cruze,LS,sedan,,1g1pa5sh4e7342313,pa,42,white,gray,bergen auto enterprises llc,11850,12500,2015-06-05T02:00:00-07:00,00:00.0,650,6986
2014,Chevrolet,Cruze,LTZ,sedan,automatic,1g1pg5sb7e7306612,ga,43,green,brown,young motors llc,14750,15000,2015-06-04T02:45:00-07:00,45:00.0,250,18956
2014,Chevrolet,Tahoe,LTZ,suv,,1gnskce09er196222,co,41,white,beige,avis corporation,41000,41100,2015-06-10T04:45:00-07:00,45:00.0,100,38122
2014,Chevrolet,Malibu,LT,sedan,automatic,1g11e5sl0ef113518,tn,42,â€”,black,santander consumer,12950,13200,2015-06-09T03:30:00-07:00,30:00.0,250,51708
2014,Chrysler,300,Base,sedan,automatic,2c3ccaag3eh330339,ga,4,black,beige,chrysler capital,20100,20500,2015-06-08T17:00:00-07:00,00:00.0,400,13914
2014,Chrysler,200,LX,sedan,automatic,1c3ccbab0en125112,ne,36,burgundy,black,l a auto sales inc,10800,10800,2015-06-04T04:00:00-07:00,00:00.0,0,31595
2014,Chrysler,200,LX,sedan,automatic,1c3ccbab9en206139,ms,37,black,gray,enterprise vehicle exchange / tra / birmingham,10600,10600,2015-06-18T03:15:00-07:00,15:00.0,0,31923
2014,Chrysler,300,C,sedan,,2c3ccakt3eh378144,qc,5,black,black,fca canada inc,25000,25000,2015-06-09T03:00:00-07:00,00:00.0,0,17309
2014,Dodge,Charger,SE,sedan,automatic,2c3cdxbg4eh237389,pa,42,silver,black,fuccillo autoplex of nelliston,16650,17000,2015-06-12T02:15:00-07:00,15:00.0,350,16829
2014,Dodge,Charger,SE,sedan,automatic,2c3cdxbg6eh197638,fl,4,silver,black,hertz corporation/gdp,16500,16700,2015-06-08T05:30:00-07:00,30:00.0,200,21236
2014,Dodge,Charger,SE,sedan,automatic,2c3cdxbg1eh299915,fl,4,charcoal,black,pv holding inc/gdp,16050,16600,2015-06-08T05:30:00-07:00,30:00.0,550,27445
2014,Dodge,Charger,SXT,sedan,automatic,2c3cdxhg1eh346142,fl,4,gray,black,hertz corporation/gdp,18600,18700,2015-06-08T05:30:00-07:00,30:00.0,100,16318
2014,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcg7er210279,nv,48,silver,black,las vegas motorcars llc,15700,16000,2015-06-05T05:00:00-07:00,00:00.0,300,36928
2014,FIAT,500L,Easy,wagon,,zfbcfabhxez025109,fl,4,green,gray,pv holidng inc/non pgm,11350,12000,2015-06-08T05:30:00-07:00,30:00.0,650,25550
2014,FIAT,500L,Trekking,wagon,manual,zfbcfadh4ez009016,nv,44,green,gray,centennial toyota & scion,11650,12700,2015-06-05T04:55:00-07:00,55:00.0,1050,17362
2014,Dodge,Journey,SXT,suv,automatic,3c4pdcbbxet180889,fl,4,blue,black,hertz corporation/gdp,15750,15800,2015-06-08T05:30:00-07:00,30:00.0,50,26966
2014,FIAT,500L,Trekking,wagon,,zfbcfadh4ez024437,qc,48,white,brown,fca canada inc,16550,16700,2015-06-09T03:00:00-07:00,00:00.0,150,23361
2014,Dodge,Journey,SXT,suv,automatic,3c4pdcbb5et226130,fl,4,silver,black,hertz corporation/gdp,15950,16000,2015-06-08T05:30:00-07:00,30:00.0,50,23642
2014,Ford,E-Series Van,E-250,e-series van,,1ftne2ew0eda31510,mo,47,white,gray,u-haul technical center,19950,20000,2015-06-09T04:00:00-07:00,00:00.0,50,9655
2014,Ford,E-Series Van,E-250,e-series van,,1ftne2ew4eda31512,mo,36,white,gray,u-haul technical center,20000,20000,2015-06-09T04:00:00-07:00,00:00.0,0,8812
2014,Ford,E-Series Van,E-250,e-series van,,1ftne2ew5eda54619,mo,45,white,gray,u-haul technical center,19950,20000,2015-06-09T04:00:00-07:00,00:00.0,50,9697
2014,Ford,Edge,SE,suv,automatic,2fmdk4gc9eba01202,nj,49,gray,black,ford motor credit company llc,20900,21100,2015-06-10T02:00:00-07:00,00:00.0,200,17537
2014,Ford,Escape,SE,suv,,1fmcu9g93eud90954,nj,43,white,gray,ford motor credit company llc,20900,21800,2015-06-17T02:00:00-07:00,00:00.0,900,2471
2014,Ford,Edge,SEL,suv,automatic,2fmdk4jc5eba81168,nj,5,red,black,ford motor credit company llc,26600,26700,2015-06-10T02:00:00-07:00,00:00.0,100,1287
2014,Ford,Escape,SE,suv,automatic,1fmcu0gx9eub42427,oh,39,white,tan,ford motor credit company llc pd,17200,17300,2015-06-09T02:00:00-07:00,00:00.0,100,17630
2014,Ford,Escape,SE,suv,automatic,1fmcu0gx1euc54218,tx,38,black,gray,avis budget group,16050,16500,2015-06-10T02:30:00-07:00,30:00.0,450,30990
2014,Ford,F-150,XL,regular cab,,1ftnf1cf4ekd64413,mo,48,white,gray,u-haul technical center,17400,18600,2015-06-09T04:00:00-07:00,00:00.0,1200,10554
2014,Ford,F-150,XLT,supercab,automatic,1ftfx1ef4efc29150,oh,46,black,gray,ford motor credit company llc,27300,30200,2015-06-09T02:00:00-07:00,00:00.0,2900,10932
2014,Ford,F-150,XL,regular cab,,1ftnf1cf0ekd63792,mo,43,white,gray,u-haul technical center,17450,18700,2015-06-09T04:00:00-07:00,00:00.0,1250,9402
2014,Ford,F-150,XL,regular cab,,1ftnf1cf8ekd63796,mo,42,white,gray,u-haul technical center,17500,17900,2015-06-09T04:00:00-07:00,00:00.0,400,9212
2014,Ford,F-150,XLT,supercrew,automatic,1ftfw1ef5efa68360,oh,49,blue,black,ford motor credit company llc,29800,32300,2015-06-09T02:00:00-07:00,00:00.0,2500,10295
2014,Ford,F-150,Lariat,supercrew,automatic,1ftfw1ef1ekf56244,ga,5,white,beige,ars/thrifty car rental/greer,36300,37500,2015-06-09T02:30:00-07:00,30:00.0,1200,12979
2014,Ford,F-150,XL,regular cab,,1ftnf1cf4eke27851,mo,44,white,gray,u-haul technical center,17250,18900,2015-06-09T04:00:00-07:00,00:00.0,1650,12913
2014,Ford,F-150,XLT,supercrew,automatic,1ftfw1ef4ekd44051,tx,37,gray,gray,ford motor credit company llc,28300,29000,2015-06-10T03:30:00-07:00,30:00.0,700,24632
2014,Ford,F-150,XL,regular cab,,1ftnf1cf4ekd84841,mo,5,white,gray,u-haul technical center,17750,18200,2015-06-09T04:00:00-07:00,00:00.0,450,5063
2014,Ford,Flex,SE,wagon,,2fmgk5b81ebd17697,tx,4,blue,tan,ford motor credit company,17250,17500,2015-06-10T03:30:00-07:00,30:00.0,250,51903
2014,Ford,Focus,SE,sedan,automatic,1fadp3f28el388663,oh,41,gray,black,ford motor credit company llc pd,12700,13000,2015-06-09T02:00:00-07:00,00:00.0,300,843
2014,Ford,Fiesta,SE,sedan,automatic,3fadp4bj1em159436,tn,42,red,gray,ars/ford-lincoln dealer program,10200,11200,2015-06-17T03:00:00-07:00,00:00.0,1000,14665
2014,Ford,Flex,Limited,wagon,automatic,2fmhk6dt1ebd04038,nv,46,off-white,gray,prestige chrysler jeep dodge,33400,33800,2015-06-05T05:00:00-07:00,00:00.0,400,14679
2014,Ford,Focus,SE,sedan,automatic,1fadp3f22el234322,il,44,red,gray,td auto finance,12250,12500,2015-06-09T04:00:00-07:00,00:00.0,250,7270
2014,Ford,Focus,SE,hatchback,automatic,1fadp3k26el334221,tx,42,white,black,avis budget group,11100,12100,2015-06-10T02:30:00-07:00,30:00.0,1000,33576
2014,Ford,Focus,SE,sedan,automatic,1fadp3f28el318547,ny,42,red,tan,ford motor credit company,11650,11800,2015-06-10T02:20:00-07:00,20:00.0,150,16850
2014,Ford,Focus,Titanium,sedan,automatic,1fadp3j21el303279,nj,5,black,black,ford motor credit company llc,15050,16100,2015-06-10T02:00:00-07:00,00:00.0,1050,4631
2014,Ford,Focus,SE,sedan,automatic,1fadp3f25el122291,oh,37,white,black,ford motor credit company llc,10850,11100,2015-06-09T02:00:00-07:00,00:00.0,250,28901
2014,Ford,Focus,SE,hatchback,automatic,1fadp3k2xel326123,tx,35,red,black,avis budget group,11050,11700,2015-06-10T02:30:00-07:00,30:00.0,650,34023
